id;language;source;text
1902;ca;una magnifica convencio municipal de socialistescat a tarragona amb mes de companys es i candidatures d arreu del territori amb una cloenda de luxe amb pfballesteros jaumecollboni miqueliceta meritxellbatet i sanchezcastejon preparats per ser decisius el a ;a magnificent municipal council of socialistescat in tarragona with more companions and candidates from all over the territory with a closing of luxury with pfballesteros jaumecollboni miqueliceta meritxellbatet and sanchezcastejon prepared to be decisive in
1903;ca;perdoneu pero la resolucio del tc diu just el contrari que el mhp krls no podia ser investit telematicament pero que si venia hauria estat detingut i empresonat ;forgive but the resolution of tc says just the opposite that mhp krls could not be invested telematically but that if he came he would have been arrested and imprisoned
1904;ca;avui jcuixart i forcadellcarme han tornat a mostrar la inconsistencia de l acusacio fins ara el judici ha estat el que realment es la democracia i el respecte als drets socials i politics davant la injusticia dignitat i orgull ;Today, I am forced and strengthened, they have once again shown the inconsistency of the accusation so far, the trial has been what democracy and democracy and respect for social and political rights in the face of injustice, dignity and pride
1905;ca; la lluita de classes es manifestara politicament en el xoc entre dos bandols la revolucio i el feixisme com a expressio politica del programa de la classe treballadora d una banda i de la burgesia de l altra d en tato article per rellegir gt ;the class struggle will manifest itself politically in the clash between the two sides of the revolution and fascism as a political expression of the program of the working class on one side and the bourgeoisie of the other d article in order to reread gt
1906;ca;l escola catalana ha estat sempre model d innovacio ara treballa per una transformacio pedagogica feta en xarxa i amb lideratge public gran tasca de xarxesperalcanvi posant la innovacio al servei d la qualitat educativa i la igualtat d oportunitats ens teniu al vostre costat ;the Catalan school has always been an innovation model now works for a pedagogical transformation made in a network and with public leadership, a great networking task for exchange, putting innovation at the service of the educational quality and equal opportunities you have at your side
1907;es; si hay algo que he aprendido en estos meses es que la esperanza puede vencer al mas terrible de los miedos mucha fuerza mucha emocion en el regreso de irenemontero el nuevo republicanismo que se abre paso sera feminista o no sera lavidaenelcentro ;if there is something I have learned in these months is that hope can overcome the most terrible of fears much force much emotion in the return of irenemontero the new republicanism that breaks through will be feminist or will not be lavidaenelcentro
1908;ca;no guarden ni les aparences els qui controlen des de darrere parlen com si la condemna ja estigues escrita abans del judici i nomes s hagues d executar;They do not keep appearances, those who control from behind speak as if the sentence is written before the trial and you only have to execute
1909;ca;les colles castelleres son l exemple mes clar de la riquesa la diversitat i la cohesio de la nostra societat alceu vos ben alts castellers fins a tocar el cel felicitats concurscastells ;the castelleres groups are the clearest example of the richness of the diversity and cohesion of our society. You raise high castles to play the sky congratulations concurscastells
1910;es;la solucion no es arrodillarse ante el separatismo la solucion es la constitucion fortalecer la instituciones democraticas y defender el estado de derecho pleno ;the solution is not to kneel before the separatism the solution is the constitution to strengthen the democratic institutions and to defend the state of right full
1911;ca; a moltes d escoles nordiques ensenyen la historia de la ciutat on realitzen llur missio pedagogica ;Many of the Nordic schools teach the history of the city where they perform their pedagogical mission
1912;es;y por que hacen cantar al coro de la ub han preguntado a todos los coralistas su opinion han preguntado a todos los miembros de la ub su opinion basta ya de la instrumentalizacion politica de las instituciones publicas ;and why they make the chorus of the ub have asked all the coralists their opinion they have asked all the members of the ub their opinion is enough already of the political instrumentalization of the public institutions
1913;es;el derecho a libertad de expresion que tienen ellos es igual a la libertad que tengo yo a no escuchar sus alegatos la libertad es para todos cs abandona los premios ciutat de barcelona por las constantes referencias a los presos separatistas ;the right to freedom of expression that they have is equal to the freedom I have not to hear their allegations the freedom is for all cs abandons the awards ciutat de barcelona by the constant references to the separatist prisoners
1914;ca;gent que amenaca de cometre un delicte i sap que no li passara res perque ho fa per espanya les amenaces permanents que rebo no tenen mai consequencies a l encara ministre borrell se li gira feina com fer entendre que aixo es un senyal de democracia plena ;people who threaten to commit a crime and know that nothing will happen to him because he does it for Spain, the permanent threats that I receive have no consequences for the still borrell minister. It is a job to understand how to make this a sign of full democracy
1915;ca;partidisme es que els dos darrers presidents de l anc acabessin sent diputats amb pes dels dos grans partits que l anc posi un metode radicalment democratic a disposicio de la ciutadania i dels partits es el contrari del partidisme ;Partisanism is that the two last presidents of the former would be deputies with the weight of the two great parties that put a radically democratic method at the disposal of citizens and parties is the opposite of partisanism
